"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Libya","LBY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103142450199.355","109360056259.628","109852611293.644","110494907801.928","127341537109.387","136593938421.27","157600483397.173","173024350133.312","188771082198.301","192079817861.258","184804928824.396","196428154135.644","99575929952.2947","165767103868.621","133349219556.353","112538152127.142","116940831227.105","112487606548.722","121473194597.018","129305467689.061","112565199327.611","77105012625.0121","101930654397.119","107757671800.369","",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","958134690.800258","994257749.522309","1097792087.2","1130367565.22694","1172961170.4531","1218493003.03543","1277066783.8447","1290071555.5761","1386604522.08593","1443697565.1503","1477124947.89602","1458928339.30476","1487836601.59306","1581903242.88345","1742417443.45765","1789683180.87358","1959201972.20617","2046187827.9352","2188647099.38331","2140363863.90204","2173235065.00121","2314377079.25926","2320160606.42391","2428647769.71095","2508272813.84992","2509874284.09975","2684126025.70452","2842016399.22168","3080167585.5938","3335426908.08073","2844551060.66024","3581512026.95385","4442445478.6489","",
"Latin America & Caribbean","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2772456868496.19","2970469113981.98","3129747538111.17","3276874763838.09","3507422177671.47","3629548351327.58","3828373431869.96","4102787505536.91","4259191647886.25","4324475174263.53","4586861214194.4","4722219319095.73","4806952601414.35","4999781822459.22","5444226963010.14","5862829550940.38","6443423873035.78","6977808872051.16","7413668689912.01","7360012355246.63","7904551500198.69","8523961518061.3","8806191499625.88","9190868956148.92","9482900148246.81","9455409185576.33","9712231280406.57","10208572139191.7","10736091619652","11092696486763.5","10750375318321","12101441582015.9","13585072216246.1","",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485435059977.615","512451383354.757","530891599504.546","547381198331.121","565262470639.051","610937709647.481","657395609427.352","706617302780.572","743600911072.858","787270205961.938","842223362433.541","907869338468.104","967500394102.619","1039957493168.23","1137401930397.75","1261293447309.15","1392557453365.7","1536880167032.36","1668633092038.56","1754275107505.84","1887205466529.94","1999801508991.23","2103289550114.6","2268872195727.75","2472630313040.11","2591530782519.26","2779472293013.64","2973010555069.21","3270593559073.33","3561744081205.21","3689025020474.39","4005882440379.52","4508314046652.02","",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222857165716.156","233755319339.323","238791206002.722","248476581411.459","256926713379.615","275905882877.473","296735350834.043","323502511580.952","338731551464.368","355481433123.497","376248208546.99","405903344037.94","428779330684.165","459405935039.063","500381655308.957","550520417914.125","602900960292.442","659024029284.366","709825738376.971","741444515624.283","803345560093.287","830164359475.579","809031264930.326","869175205106.166","967623996483.874","1033167467832.51","1121529667603.85","1183580326741.19","1259006078305.31","1351295774266.93","1378314227942.69","1457746624560.5","1629093312942.12","",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41326115160.7585","44688949015.145","47718490372.3152","52220232604.8714","56322092411.918","60665830883.111","64124093399.541","69408103198.504","73487105300.7076","77727588969.6486","84257883580.9644","84824709042.7674","89562167167.5334","96754999305.1816","104762091810.783","114791283605.735","127407403948.512","139744312204.348","150898898602.428","157240499677.352","171886027969.841","190668570948.271","216969311691.012","231635412206.587","243530581325.688","256403786037.5","277383189828.955","291985462536.138","307237748367.101","307704703458.126","284110006318.168","316968947580.546","312740205219.613","",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3632925754926.19","3825949180994.86","4006752746264.4","4121756818213.09","4267571135222.15","4533481391395.96","4873485134021.47","5119479090089.86","5395133718430.66","5752608974566.9","6148673892344.82","6558494945911.14","6983809958434.33","7597342491504.35","8337865437972.24","9139671676975.5","10055824942601.8","11054623190052.8","11692660529071","12309680529324.4","13284827755839","14178756904480.8","15168667112616","15975101532717.8","16692530064587.8","17281941398887.3","18371901500832.2","19565189034983.8","21238581078564.2","22662354886245.2","22904046073315.3","25520309820035.4","28668888325266","",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10748301118648.9","11353409360783.4","11854772431494.8","12469469024446.2","13117271018436.4","13955009816246.3","14987918713589.4","15994232970240.4","16373305296404.3","17275506100377.4","18714243564628","19880631656108","21153341109824","22885880541139.4","25297137220376.9","28006822773920.6","31484941436662.1","35088301941257.8","38180731620852.6","39779042594995.7","43353538957125.3","47093437446890.9","50534031245594.4","53621338072949.6","56046467071531.4","57295699414323.1","60081072144634","63904197952327.2","69004460733576.5","73595157161814","74390335692847.8","84078229093101.2","93633113209202.1","",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382584685.61476","1528916933.21098","1672540402.3821","1772278995.07153","1918367819.12029","2023050215.70166","2175395679.50049","2294866256.79398","2356380045.07442","2400961958.13332","2550515401.80043","2700862553.71855","2762810848.82274","2945801974.40018","3076071596.8666","3282495627.92556","3526916845.94753","3773928716.71867","4058757990.97812","4033559634.94423","4297144402.29824","4588922382.32492","4661713347.89244","5219948224.49632","5764436175.6392","6386751308.41258","6318769328.79375","5647716841.55447","5747871432.63277","5606300322.53088","5760762083.16966","5603963328.36358","6065399825.8181","",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5325309988183.85","5572107002585.78","5753891629566.65","6160336627651.08","6590521770824.11","7114062745204.04","7623897355464.61","8164357016963.26","8464379117330.55","8962040426080.26","9814994719678.15","10554430358724.6","11405018391615.6","12478561678087","13861673058413.1","15450054350665.7","17701836833944","20031413181653.4","22186606365555.1","23163182976435.8","25340586054562.1","27855425891123.1","30002541775293.2","31920765064079.9","33345626564691.1","33748792213748.2","35138836530110.7","37434336982243.4","40689665930514.9","43823462526017","44587336455145.9","50815247368352.1","56055837502872.7","",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21507785934.6031","22990300708.8034","25269913707.8051","27551699841.0928","27562011696.5151","29560327497.1882","32760437945.4093","36085738868.7784","41216126029.7845","44006098650.8094","48211864114.661","53900690641.1624","61714048982.0056","66270990166.9149","57300109074.0212","62234757011.2753","69298035050.4514","73809168551.8363","79034478791.9115","82646656409.6308","83761793045.2882","88700736020.2899","95492393595.0341","101910407057.454","113379942799.579","115060426529.35","129987127436.765","144325636572.711","",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11428408565.8394","12836181941.1455","13367607959.7774","14259298275.6533","15120269081.7564","15658413160.9475","16447823250.9292","17817287972.3208","18800270011.883","21456887315.5603","24050728709.2289","24787997280.3662","26135003699.075","27188058615.3492","29636196475.7496","31997220939.5338","37280674291.15","40861414727.8196","44452842913.4099","43244030111.8897","45801210629.9532","48970848492.8168","51308724180.9019","54838614516.1038","58578323745.8406","61437308583.9496","65980119592.3436","68570197215.6406","70825270419.595","75270492109.632","76983049816.1454","88295128695.0881","95651519488.3386","",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13702310870.4751","14268837881.1612","15780130312.2112","17034387930.5218","17703496314.0248","19036307197.6941","21144864613.9651","23289297251.1733","25308478206.2638","27788909701.9448","31150317379.25","35181623306.6266","40135404936.7046","42617283972.0679","36458268731.8668","37134932496.7973","39646222204.3911","43311672020.2607","45564635497.0968","47483131750.415","49384458003.7301","52362427326.9313","55691286096.3891","59505432397.6231","63719761484.9461","64107969885.1103","69307571289.3282","78228672287.1055","",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9357997647.31136","10028489903.2513","11621110819.0096","12513510145.9694","13324298242.251","14052007630.0022","14249351831.2094","14454621875.4038","13949149207.096","13812135806.4368","14936768396.7513","15714442442.6648","17381432307.6397","19787711995.438","25729886280.6798","28679755445.0341","33523448924.1815","39413688355.7399","41531906156.3698","42330784904.5571","53601909827.7392","66543283702.9431","75587734812.7123","88662888143.357","90217341071.955","70022650971.924","70409197227.4457","78445696792.6888","85476958220.8245","84779825204.4918","39219148014.2066","50626336573.1949","42565805718.2356","",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68178888699.2608","75570762410.7581","75671548100.9029","76891519770.0008","86848604652.1762","83876737443.7808","95980475702.8725","96111792089.9001","104228969320.017","107491554711.239","112765336675.445","124209604944.394","130850924913.446","141667709158.04","152120664908.17","161899250703.127","179897258760.485","191116713402.06","205854674925.634","214934374634.677","225129584879.623","242503162218.145","246970051910.011","258279124276.737","250969666045.261","273699865546.218","278969225512.902","291813531443.919","283691175471.346","295693593669.819","286108585852.483","323019848596.726","350114358356.378","",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9289797043.26033","8903926789.67618","9206651251.58548","8701179075.38487","8526590938.2777","8903552808.19699","9659498529.84015","10575228310.9028","11495681042.3955","12677788127.4018","14055991872.5567","15185206790.6029","16063458805.0387","17648525726.5988","16695946053.4341","18096254906.9496","19546989102.1386","20750685232.971","23541379306.0256","24700278843.524","26084243383.8688","28945251498.7153","31001699470.1457","32129614587.5903","35735831415.9353","35646566427.3806","40707659297.2633","41388337995.9434","",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14053427514.1319","13612451222.56","14087077454.9326","14723818720.8133","15031903344.1681","15604722801.8332","16232752837.1096","17122569960.9714","17993542987.6076","19104587198.7701","20408165565.6428","22115904531.8974","19673684595.9445","22025005865.6655","23805183812.6803","25719312007.9353","27944204002.1045","30338301403.5411","32995727062.9137","31885996424.6674","32469023368.9332","33666784883.9147","34340036474.5784","35522723859.5999","37117789637.7909","38053900319.1193","40755587226.8307","41438402026.5191","42523532549.9391","45498322775.5634","43150154155.6067","47488297274.9472","52761493753.0704","",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1598442628.94597","1755625550.34486","1935878941.36473","2104388903.46496","2265835893.47289","2406283430.65934","2363462890.3487","2574761147.31075","2986594708.46263","3245141518.89839","2971274915.91556","3785991300.08549","4165289571.55858","4626386163.71497","4276210550.72897","4623413666.64555","5124061356.15955","5405650593.1828","6100621054.66572","6909829465.11467","7653295113.65935","8320672191.90047","9059366717.35732","10360598095.9761","11255471303.9835","6741118645.70015","9837661386.75589","11994719168.7233","",
"Middle East & North Africa","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1977580348713.73","2225506847724.01","2379215580458.08","2478795406915.36","2579859089276.26","2700504674788.86","2887105936903.23","3038528536054.77","3219294699399.07","3332449475990.26","3639069801303.25","3781429150224.76","3909472020861.17","4171588116733.06","4628397219723.56","4993182302251.38","5426170910407.56","5860885502429.12","6230182761094.85","6309709250356.82","6703038387015.71","7107404454137.57","7452082369782.79","7539292423585.8","7558095624777.98","6977442628133.86","7016585435482.33","7470364217256.65","8031380943097.07","8112477224172.78","7755905203539.07","8596885348867.7","9753847841259.49","",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710444763555.149","766538541674.928","814844731744.499","792462861022.088","844950630889.078","811682208990.526","877940670548.945","957371746254.506","1028028122579.67","1071236887499.62","1154351047159.31","1175035890451.65","1194403399028.06","1242555251551.92","1321401660883.87","1403085812521.69","1559647591758.08","1635081163959.5","1730732432634.33","1701569666214.35","1807626674993.81","1989888022475.66","2103287719050","2150334057721.12","2254435512555.25","2309023754277.18","2457812552576.38","2528308608846.38","2606266095451.41","2638766625988.13","2453376235740.41","2676477754879.82","3047397028556.98","",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92938119.8836175","96165448.9242336","105380505.680206","114357816.751679","123665016.407097","136628051.284974","124795211.470507","118764629.497847","119117261.679232","119279740.069481","123633813.296196","135048708.127834","142285016.609867","142748627.424992","148617734.363126","156013666.568861","161180798.57708","171191950.552333","161134436.759431","168164535.342232","179455127.286053","182791374.285593","183773408.640276","193742410.495492","195080547.126989","201171113.066554","207544248.993402","219383270.278651","237371206.403921","266657050.40952","262448649.778169","277290295.467591","294808485.491497","",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10531501351646.9","11125848533615","11621774959191.8","12226763704076.2","12865877843543.7","13685302344688","14697891228603.6","15678739161210.3","16043711940861.4","16929428440191.7","18347036646648","19485092095763.8","20735208707089.8","22437652244496","24808546542365","27469093474684.4","30895205337170.2","34442971023511.4","37485252667182.1","39052622174751.9","42566377180962.2","46279141209224.7","49738215740117.5","52766685521998.8","55102156919770.2","56292414212054.6","58996597866360.3","62758633629367.1","67784661853622.8","72286502809096.2","73056309343052","82660983227174.4","92050241111696.4","",
"North Macedonia","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11033470257.0127","10702721382.3033","10227959006.483","9688334055.41711","9721246608.11976","9814453755.45848","10112594349.0627","10435109671.7038","10937091126.6312","11547023139.6798","12467298687.3777","12314533131.1777","13169785741.7804","13368252158.7126","14577772979.9426","15987036515.9264","17729990084.5925","19113425872.6093","21537323352.787","22577173400.1572","23342971468.7428","24064095902.1682","24558687053.9096","26269687036.2676","27776160176.3234","28751715419.6587","31373205937.6306","32583023958.3786","34872834457.9098","37942768059.6123","37052528015.2691","41101154008.7691","43837744089.7233","",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6788150164.22884","7841953466.10681","7762506431.64936","8198580672.23292","8690173748.55175","8954114838.5886","9761412678.16785","10409251170.6369","11323435573.9862","12137649017.9746","12405082020.6179","14634971329.4996","15324754471.3587","17052254990.9239","17783162971.3046","19539343144.0871","21081314920.7514","22407447537.8983","23927260403.7373","25238015671.9511","26898573459.092","28339693401.1737","28379735811.5579","30235978035.0951","33110156418.1778","36435462015.6261","40702002803.0978","43345508897.8566","45991751193.1964","50134289656.0515","49903864656.5365","52560164127.7227","58357770755.8535","",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2947337659.9147","3237645505.72513","3466765418.80197","3707958617.42545","4001154450.19027","4344149002.06646","4621243658.74194","5147938122.90982","5457717736.05802","5856471410.01107","7161153292.04991","7277361750.08408","7911405105.78619","8342559765.13272","8645689037.52427","9008159938.17239","9452145358.56829","10194467610.4845","10858213102.5892","10991997711.7696","11903751475.5284","12060602154.5411","12703247561.5769","13756965411.2745","14924503508.9448","16669431511.071","18080229014.9762","20354879996.2813","22232141873.782","25349836424.995","23951119256.9994","27683204762.1215","31095032668.3724","",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17561909905.9093","18037687042.3357","20231072851.2638","21961417161.3704","24107721430.3711","26323376743.1883","28532341667.6084","30664698216.8774","32828942832.7972","36935385648.7767","42964311282.9498","48915952934.3622","55652396871.2984","64607324564.8151","75340668948.6465","88246730834.4303","102864941459.393","118313232860.774","132948494881.811","147916613667.601","164116466289.135","176893542391.215","191632597101.833","208269863967.961","221996601259.92","227989620085.021","229647106575.787","244240022243.58","291745887545.292","321180596449.631","304367346941.67","276462287916.21","307875273319.53","",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1069236478628.57","1182900013364.2","1267857214841.55","1318842268736.53","1365246193116.67","1432392954078.45","1552206082411.53","1638215097926.69","1767480711531.67","1879583663222.42","2046305765396.64","2150648922843.41","2257963657423.74","2348705805268.37","2602902005241.11","2799233307796.94","3034009632484.36","3308195923291.74","3486342172016.77","3589835653563.37","3822123188801.71","3897141797828.96","4050604178558.08","4083625197158.8","4049576360919.57","3891822817695.74","3996544386371.83","4246087641642.99","4510997958448.35","4570226689609.78","4694890911991.11","5052915627422.77","5664280347504.41","",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3631246315.98459","4113434689.85982","4413907554.3932","4494814244.28862","4810206120.79008","5106740569.22071","6432362863.68692","7675130771.94461","8524420691.54242","8051266586.48955","8445073202.34969","8974045661.5343","8603934869.84775","9237450380.15636","9557949556.98609","10161571919.6857","11325469099.1939","12249716244.8482","13386196074.2636","15016174368.5184","13050373554.3398","15177643095.5136","17482292014.1112","",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7301345617.31867","6892048381.69345","6396613350.46963","6340734897.95246","6614361990.141","7183662438.804","7478694418.03146","7904108062.39063","8260034932.83231","8633625608.92873","8930412911.92961","9401240896.92976","9999655715.57034","10911272060.0408","12394664216.1085","13710599728.2195","15342960076.8774","17372449859.1037","19281509070.8253","19158921989.3671","20623324474.9886","24691841190.0464","28827895153.548","30272589127.4882","32298614756.1739","31655860016.5362","32468148776.2369","34940501306.6572","39516811632.4633","44456622358.2437","45560002626.38","50053145881.8599","56273636669.8259","",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3876131768.08449","4204586639.95502","3974578851.54846","4513933179.66454","4907238163.76804","5116497987.4707","5767455574.46964","6560083793.10917","7321806266.06774","8302397337.75427","8555549225.67656","9872605587.09313","10995883345.7775","12022211462.1492","13357802303.4638","14646266767.9665","16594522352.9754","18346672640.4603","19984641263.8852","21305212096.1858","23001489921.0601","25154428816.7064","26184549692.2646","27901295071.5243","30064933093.9697","34986722839.8131","37700803807.9202","36130431041.8672","38466735440.1793","41503339735.2514","43454883049.5285","46205731521.8329","51615274904.8023","",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4040584212.70763","4251919603.46801","4430319337.29482","4801721964.48357","4754152835.9661","5330480367.34488","5743930300.36175","5606649606.60461","5827249010.27457","6126430155.35616","6019754122.01851","6106164461.5303","6287001343.85464","6855258571.00469","7372433845.04973","8254968364.64696","10069779221.9808","10138241601.1207","10298476905.5748","10374629811.2341","10774417296.1267","11457213194.7678","12539868166.8489","14306348184.4928","14875055357.1756","15775044970.7205","19136599346.5409","22539620070.571","23550299208.1809","25064433257.7255","26408154182.6332","27635403694.625","31467257418.1283","",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5301932569.00677","5724348354.62106","6236106669.72162","6708358590.26598","7135002867.53247","7596961973.03652","8168338859.39887","8781779913.07101","9419847793.37385","9802007176.4149","10846330427.0523","11461958552.1864","11828582943.3043","12776760893.2485","13687828692.8522","14367991643.6087","15531979709.3714","16865294062.5655","18114711113.3222","18835183872.5734","19895906033.0316","21137404890.8833","21663830470.1348","22944243658.6006","24046750508.4322","25271892595.159","27385974517.632","28581043971.0413","29194635198.9103","30417972159.6536","26999298652.9563","28793361692.7371","33557674113.758","",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6409484619.23946","7204724049.79003","6828552437.72079","7667911938.54638","7029678711.8658","8377725382.06366","9155313660.01345","9666385980.01503","10155952565.438","10612400039.366","11023878031.0229","10711450874.9604","11063324869.6647","11925362015.696","12909253736.5905","13749265536.5232","14839665488.6511","16703819665.9107","18324790798.6831","19978134786.4383","21608044805.107","23144997068.0643","22999500003.4794","25181923450.6662","25024588183.9773","23972522499.7063","24755675039.6412","24899003067.0143","25272188019.3042","27521397112.0266","30284167323.7006","34444414242.1618","37210016874.8958","",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122799245554.841","139070187243.7","154877617003.073","174237050703.141","194351292300.148","217930170050.291","244118434958.696","266512514644.479","249677679352.737","268736420543.215","299171136530.611","307494947108.615","329122727029.908","355045553295.597","389307239402.742","422924580301.132","460322765138.394","502541446422.071","536927206540.676","532190031936.551","578575024351.843","621861803378.808","671523206704.637","698862906454.866","746116305787.407","766027917953.276","803828295814.355","854693620881.573","914713180247.419","967567806880.737","931106663877.47","1022529025394.87","1189202423227.9","",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6525397703432.84","6727240165075.96","7107627291846.04","7475785493796.09","7945888106594.61","8330368033106.37","8787797459334.83","9335652107702.61","9859337263733.76","10480569841140.9","11155279128832.8","11523372043638.7","11903774346242.2","12483981565617.3","13304854966332.4","14214774907662.7","15061804494755","15780727557535.9","16117161845539.2","15789727462499.3","16417141296635.9","17035054268203.2","17726471252285.1","18401862782584","19176649095145.6","19805692192839.8","20378305280697.8","21248546521730.5","22391531320759","23286504226911.5","22904768040299.1","25447640154263.1","27835653722734.2","",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5306206714.67245","5933586893.59945","6505115413.23298","6554122350.12807","6809880160.60434","7223762436.19051","7590781889.13745","8047542337.86891","8405993281.65901","8811665858.07857","9325989410.43758","9648429868.52738","10268035188.1505","10914620568.4081","12582737052.8377","13305539794.0683","14686256581.9623","15893732061.4951","16627794667.4748","16783900176.0369","18011410906.3474","19321711402.13","20550227216.2329","21847544464.6311","23966035323.935","24849167508.2085","24880312287.1765","24787610030.9318","25396297670.6592","25469883403.5899","25525198217.6345","27384268461.7426","31529144884.6423","",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6123738005.28735","6303004923.02464","6575626149.937","6753143028.7433","7025281854.22617","7348843210.66168","7490921266.51537","7736492190.22451","8603783380.24822","8705873816.81499","8795517441.23949","9647348782.05667","10279603015.0297","10710015015.0939","11037524654.4867","12218275710.5796","13342313135.4641","14133536801.6954","15518288520.9961","15924267901.9665","17498071270.014","18282764961.5946","20722563498.3675","21071366592.3543","22315918540.8947","23372915804.2583","24586198437.6823","25897150477.0352","28311897040.1194","32566723569.8585","35501317683.7318","38850574077.32","46364030739.81","",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195839425133.279","203187776258.303","217442707296.505","218066727840.127","218681115357.142","223104405080.403","236722068671.091","247876836268.257","257137118455.507","262283952793.936","281680168002.084","305070775421.436","357319017186.036","391142115264.178","438796089566.301","481693853407.682","526645425738.55","576528142798.393","627332631845.901","682094961978.423","745554750233.243","801440949035.347","834681169054.687","900501053734.077","976358658638.933","989482934627.144","981583396343.35","1000651050046.71","1041739008970.11","1123347541616.2","1145672541683.2","1200097354375.41","1326363753973.05","",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8235021428.32599","8497395717.44207","8724621292.12211","8896329669.06336","9389579933.01994","10153213391.8725","10995056700.6454","11628315282.9173","12195659712.6452","13237700346.9383","14092863915.777","14837037901.7721","15181883396.1348","15871760532.1234","17163591530.5009","18459873653.1436","19819800161.2601","21388820268.0625","22548140131.5043","21945266141.8315","23188526437.0238","25165684383.2786","26602572158.3678","28187353302.801","30743430632.8575","33507482488.8243","36662847175.9315","39320819335.3795","37985581072.3012","38779474127.8489","41034904699.5955","47094828506.3698","52301333712.675","",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286501240062.346","303414230318.57","315623328139.132","327167891282.245","344048857615.639","362208817949.806","380605124874.926","406068034875.686","435227252657.977","462796668420.942","507623784725.927","532572296307.103","556285472929.846","554118419972.078","583063715689.158","614044200508.505","670411654266.843","719961767619.686","763407743799.947","736521490059.161","748292542443.52","777880906388.857","792042289740.032","827475738129.662","830318571509.821","851884866008.706","890488127445.161","943739691874.959","996446719459.491","1059591127143.64","1065124600844.04","1186870070823.37","1319463046599.37","",
